Textbox13,status,name_th,address_th,address_additional_th,amphur_th,province_th,region_th,contact_name,contact_admin,contact_email,owner_name,telephone,fax,name_eng,address_eng,amphur_eng,province_eng,region_eng,service_type,service_product_group,service_product_category,service_area,home_service,brand,working_day,working_time,service_center_for,receipt_job_via,conditional_selling,ar_code,ap_code,history_note,remarks,name,tambon_th
Search : ,Active,เค.จี.อิเล็คทริค (ร้าน),เลขที่161/9 หมู่ที่ 1 ต.ปากพูน อ.เมืองนครศรีธรรมราช จ.นครศรีธรรมราช 80000,,เมืองนครศรีธรรมราช,นครศรีธรรมราช,ใต้,,คุณคมสันต์ /คุณจิระวดี 0937580116,karamerr@gmail.com,นายคมสันต์ เกตุเกลี้ยง (085-7949995),085-7949995,-,K.G. Electric,161/9 Moo 1 Pak Phun Mueang Nakhon Si Thammarat Nakhon Si Thammarat 80000,Mueang Nakhon Si Thammarat,Nakhon Si Thammarat,,ศูนย์บริการ,"AV,HA,SHA,AIR,*REPAIR","LCDTV,REFRIGERATOR,WASHER,FAN,RICE COOKER,HOTPOT,WATER HEATER,MICRO WAVE,PUMP,AIR CONDITION",จังหวัดนครศรีธรรมราช ไม่วิ่งเฉพาะอ.บางขัน อ.ทุ่งสง อ.ทุ่งใหญ่ อ.นาบอน อ.ชะอวด และ ถ้ำพรรณรา,มี,ALL,จันทร์ - เสาร์,8.30-17.00,"HITACHI,PANASONIC,SHARP",E-Mail,"20%,cash",2570,3090,"​ดีลเลอร์ ร้านเอกภัณฑ์การไฟฟ้าแนะนำมา
คุณคมสัน แจ้งยกเลิกเบอร์ 075-447726 ..11/9/2017
ยกเลิกที่อยุ่ 169/25-26 ถ.สะพานยาว ต.โพธิ์เสด็จ อ.เมืองนครศรีธรรมราช จ.นครศรีธรรมราช 80000",,,ปากพูน
Search : ,Active,ริซกี อิเล็คทรอนิกส์,เลขที่ 329 ถนนบายพาส ต.บางนาค อ.เมือง จ.นราธิวาส 96000,,เมืองนราธิวาส,นราธิวาส,ใต้,ริซกี อิเล็กทรอนิกส์,คุณนิรมาน,nik.nara@hotmail.com,นายนิรมาน แวหะมะ,073-700275,073-521-868,Rizky Electronics,4 Kokkean Rd.T.Bangnak A.Mueang Narathiwas 96000,Mueang Narathiwat,Narathiwat,,ศูนย์บริการ,"AV,HA,SHA","REFRIGERATOR,REFRIGERATOR(R600a),DISH WASHER,BLENDERS(เครื่องปั่น),FAN,RICE COOKER,HOTPOT,HOTPLATE,WATER HEATER,WATER PURIFIER(เครื่องกรองน้ำ),MICRO WAVE",อ.เมือง อ.ยิงอ บางตำบล (ไม่ไปลือเซาะ สุคิริน บาเจาะ),มี,TOSHIBA,จันทร์-อาทิตย์,8.00-17.30 น.,,E-Mail,20% เงินสด,1849,1590,"​19/1/15 คุณนิรมาน เจ้าของร้าน โทร.มา update ข้อมูลที่ไม่ได้ติดต่อกับโตชิบา
- 2 ปี ที่ผ่าน รักษาตัวอยู่ เนื่องจากป่วยเป็นโรค ไทลอยด์ฮอโมน
- ต้องการเคลียร์อะไหล่ที่ค้างทั้งหมด เพื่อเริ่มใหม่
 
- ร้านขยายห้องเพิ่มสำหรับขายอะไหล่
เปลี่ยนที่อยู่ใหม่ เลขที่ 32","
   ",,บางนาค
Search : ,Active,หนุ่ยอิเล็กทรอนิกส์ โดย นายมณฑล ชุมภารี,32/217 หมู่บ้านเข้าน้อย ต.หัวหิน อ.หัวหิน จ.ประจวบคีรีขันธ์ 77110,,หัวหิน,ประจวบคีรีขันธ์,ใต้,,คุณจารุวรรณ เล็กภิรมย์,nuioho.1@gmail.com,นายมณฑล ชุมภารี,"089-6147757, 091-798-4726",-,NUI ELECTRONICS BY MR.MONTOL PHUMPALEE,"32/217 Khao Noi Village, Hua Hin Subdistrict, Hua Hin District, Prachuap Khiri Khan Province 77110",Hua Hin,Prachuap Khiri Khan,,ศูนย์บริการ,"AV,HA,SHA,AIR","LCDTV,REFRIGERATOR,REFRIGERATOR(R600a),WASHER,DISH WASHER,BLENDERS(เครื่องปั่น),FAN,AIR COOLER(พัดลมไอเย็น),RICE COOKER,HOTPOT,WATER HEATER,WATER PURIFIER(เครื่องกรองน้ำ),MICRO WAVE,AIR CONDITION,Wall Type,Chest Freezer (ตู้แช่)",จ.ประจวบคีรีขันธ์ ทุกอำเภอ - เพชรบุรี,มี,TOSHIBA,จันทร์-เสาร์,9.00-17.00,,E-Mail,20%,M8900188,M89001880002,,,,หัวหิน
Search : ,Active,บริษัท สมาร์ทฟิกซ์ จำกัด (สำนักหัวหิน),"สถานที่ตั้งศูนย์บริการที่ จ. ประจวบฯ
เลขที่ 17/60-61 ถนนเพชรเกษม หัวหิน หัวหิน ประจวบคีรีขันธ์ 77110","สถานที่ตั้งศูนย์บริการที่ จ. ประจวบฯ
เลขที่ 17/60-61 ถนนเพชรเกษม หัวหิน หัวหิน ประจวบคีรีขันธ์ 77110",หัวหิน,ประจวบคีรีขันธ์,ใต้,,นุชรี สาระวารี / 0888645163,"smartfixed.huahin@gmail.com
smf.tanapat11@gmail.com; smt.chanachon@gmail.com; Smt.nutcharee@gmail.com",นายสมบัติ ไหมอ่อน,"0957980870 คุณชนะชล ชูศักดิ์ / 0888645163 คุณนุชรี สาระวารี
เพิ่มเบอร์ 0645572755 แอดมิน สาขา",-,"SMARTFIXED CO., LTD. (HUA HIN)",17/60-61 Petchkasem Road Hua Hin Hua Hin Prachuap Khiri Khan 77110,Hua Hin,Prachuap Khiri Khan,,ศูนย์บริการ,"HA,AIR","REFRIGERATOR,REFRIGERATOR(R600a),WASHER,DISH WASHER,FAN,AIR COOLER(พัดลมไอเย็น),RICE COOKER,HOTPOT,HOTPLATE,WATER HEATER,WATER PURIFIER(เครื่องกรองน้ำ),MICRO WAVE,AIR CONDITION,Water Dispenser(ตู้กดน้ำร้อนเย็น)",จ.ประจวบคีรีขันธ์,มี,TOSHIBA,จันทร์-เสาร์,8.30-17.30,SUMSUNG,E-Mail,20%,M8900198,M89001980001,,"​สำนักงานหัวหิน  
สถานที่จัดส่งอะไหล่สั่งซื้อและอะไหล่เคลม
บริษัท เอส เอ็ม ที อิเลคโทรนิคส์ จำกัด สาขาหัวหิน เลขที่ 17/60-61 ถนนเพชรเกษม หัวหิน หัวหิน ประจวบคีรีขันธ์ 77110",,
Search : ,Active,สิริภัณฑ์วัฒนา ปัตตานี (หจก.),2-4 ถ.อุดมวิถี ต.อาเนาะรู อ.เมือง จ.ปัตตานี 94000,,เมืองปัตตานี,ปัตตานี,ใต้,,คุณฉลวย หนักแดง,siripunn2000@yahoo.com,นายศิริเทพ สุทธวงษ์,0 7331 1471,0 7333 1634,Siripunwatana,"2-4 Udomvithi Rd., Arnaoru, Mueang Pattani, Pattani 94000",Mueang Pattani,Pattani,South,ศูนย์บริการและตัวแทนจำหน่าย,"AV,HA,SHA,AIR,*REPAIR","LCDTV,REFRIGERATOR,WASHER",อ.เมือง,มี,TOSHIBA,จันทร์-เสาร์,09.00-18.00 น.,,FAX,10%,1093,0436,​ศูนย์บริการริฟเซอร์วิส เป็นลูกน้องเก่าที่ร้าน,เพื่อใช้ในการเคลมอะไหล่เท่านั้น​,,อาเนาะรู
Search : ,Active,ริฟ เซอร์วิส,97/9 ถนนนาเกลือ ตำบลบานา อำเภอเมือง จังหวัดปัตตานี 94000,,เมืองปัตตานี,ปัตตานี,ใต้,,คุณรอฮานา (082-1415785),arif0821415785@gmail.com,คุณอับดุลอาริฟ เด็นมูณี,0 7341 4781,0 7341 4781,RIF SERVICE,97/9 Moo.8 Nakluea Road. T.Bana A.Mueang Pattani 94000,Mueang Pattani,Pattani,,ศูนย์บริการ,"HA,SHA,AIR,*INSTALLATION,*REPAIR",,"จ.ปัตตานี, จ.นราธิวาส, จ.ยะลา",มี,ALL,จันทร์ - อาทิตย์,8.30 - 17.00 น.,,"FAX,E-Mail",เงินสด 20%,2464,2749,,,,
Search : ,Active,พีเค.อิเล็กทรอนิค,31-33 ถนนโรงเหล้า สาย ก. ต.สะบารัง อ.เมือง จ.ปัตตานี 94000,,เมืองปัตตานี,ปัตตานี,ใต้,,รอสเมาะ เฟาะฮะ,prakoob499@gmail.com,นายประกอบ โพนทอง 085 8935499,073-337521,073-337521,PK. Electronic,"31-33 Rong Lao Sai Kor Rd., T. Sabarang A.Muang Pattani 94000",Mueang Pattani,Pattani,,ศูนย์บริการ,"AV,HA,SHA,AIR,*REPAIR","LCDTV,PJTV,DVD,REFRIGERATOR,WASHER,FAN,RICE COOKER,HOTPOT,WATER HEATER,MICRO WAVE,PUMP,AIR CONDITION",3 จังหวัดชายแดนภาคใต้ ปัตตานี ยะลา นราธิวาส,มี,ALL,"จันทร์-พฤหัสฯ , วันเสาร์ หยุดวันศุกร์",8.00 - 17.00,"HITACHI,HAIER,SHARP,SUMSUNG",E-Mail,20%,2480,2870,​ศูนย์แจ้งยกเลิก เบอร์ 073-312191 date 7/2/2017,​หยุดวันศุกร์,,สะบารัง
Search : ,Active,จุ๊ อิเล็กทรอนิกส์,2/4 หมู่ที่ 7 ต.โคกเคียน อ.ตะกั่วป่า จ.พังงา 82110,,ตะกั่วป่า,พังงา,ใต้,,คุณสุนิษา อาจหาญ (คุณดา) 0612370791,ju_electronics@hotmail.com,คุณประสูติ เสกสรรณ์,"089-2908602, 093-6268214",-,Ju Electronics,"2/4 Moo 7 Khok Khian, Takua Pa , Phang Nga 82110",Takua Pa,Phangnga,,ศูนย์บริการ,"HA,SHA,AIR,*REPAIR","REFRIGERATOR,REFRIGERATOR(R600a),WASHER,BLENDERS(เครื่องปั่น),FAN,AIR COOLER(พัดลมไอเย็น),RICE COOKER,HOTPOT,HOTPLATE,WATER HEATER,MICRO WAVE,AIR CONDITION,Wall Type,Portable Air,Water Dispenser(ตู้กดน้ำร้อนเย็น),Chest Freezer (ตู้แช่)",จ.พังงา,มี,TOSHIBA,จันทร์ - เสาร์,8.10-17.00 น.,"HITACHI,HAIER,PANASONIC,SHARP",E-Mail,20%,M8500001,M85000010001,,,,โคกเคียน
Search : ,Active,ซีเอชพัทลุง (บจก),เลขที่ 190 หมู่ที่ 7 ต.แพรกหา อ.ควนขนุน จ.พัทลุง 93110,,ควนขนุน,พัทลุง,ใต้,,คุณวรรวิสา เจ้าหน้าที่ประสานงาน /คุณปณิธาน,chpatlung1185@gmail.com,คุณปณิธาน ชูเชื้อ/คุณวรากร 081 5872971,"098-6719738  074-610-464,",-,CH Phathalung Co.Ltd,"190 Moo 7 Phraek Ha, Khuan Khanun, Phatthalung 93110",Khuan Khanun,Phatthalung,,ศูนย์บริการและตัวแทนจำหน่าย,"AV,HA,SHA,AIR,*REPAIR","LCDTV,REFRIGERATOR,WASHER,FAN,RICE COOKER,HOTPOT,WATER HEATER,MICRO WAVE,AIR CONDITION","พัทลุง, สตูล",มี,ALL,จันทร์ - เสาร์,9.00 - 17.00 น,"HITACHI,TLC,ACONATIC",E-Mail,20%,2708,1334,"​ร้านเดิมบริษัท ซีเอชอิเล็คทรอนิคส์ จำกัด ( มีสาขา ) code 2072
7-Mar-2018 ร้านแจ้งเปลี่ยนบัญขีโอนเงิน จากไทยพาณิชย์เป็นกรุงไทย
แจ้งเปลี่ยนที่อยู่ จาก 11/2020 แจ้งเปลี่ยนที่อยู่ จาก 102 หมู่ที่ 2 ต.เขาเจียก. อ.เมือง. จ.พัทลุง. 93000 เป็น เลขที่ 190 หมู่ที่",,,แพรกหา
Search : ,Active,ยู.ที.เซอร์วิส แอนด์ อะไหล่,199 หมู่ที่ 10 ต.ชะมวง อ.ควนขนุน จ.พัทลุง 93110,,ควนขนุน,พัทลุง,ใต้,,คุณมัณฑนา จตุพัสตร์,utairservice@gmail.com,นายอุเทล เทอดวีระพงศ์ 081-8294309,"074-842141, 087-0108767",-,U.T.SERVICE AND SPARE PARTS,"199 Moo 10 Chamuang , Khuan Khanun , Phatthalung 93110",Khuan Khanun,Phatthalung,,ศูนย์บริการและตัวแทนจำหน่าย,"AV,HA,SHA,AIR,*REPAIR","LCDTV,REFRIGERATOR,REFRIGERATOR(R600a),WASHER,FAN,RICE COOKER,HOTPOT,HOTPLATE,WATER HEATER,MICRO WAVE,AIR CONDITION,Wall Type,Water Dispenser(ตู้กดน้ำร้อนเย็น),Chest Freezer (ตู้แช่)",พัทลุง / นครศรีธรรมราช บางอำเภอ / จังหวัดตรัง บางอำเภอ,มี,TOSHIBA,จ-ส,8.30-17.30,"HITACHI,HAIER,LG,PANASONIC,SHARP,SUMSUNG,TLC",iService System,20%,M8900070,M89000700001,,,,ชะมวง
Search : ,Active,สมพงษ์อิเลคทรอนิกส์,74/32-33 ถ.พูนผล ต.ตลาดเหนือ อ.เมืองภูเก็ต จ.ภูเก็ต 83000,,เมืองภูเก็ต,ภูเก็ต,ใต้,สมพงษ์อิเลคทรอนิคส์,คุณพนัชกร -บุ๋ม /คุณอรัญญา,sakasc@gmail.com;arunya_asc@hotmail.com,นายชัยศักดิ์ พัฒนโก,076-246-191,076-246-191,Sompong Electronic Shop,"74/32-33 Poonpol Rd. T.Taladnuea A.Mueang Phuket, Phuket 83000",Mueang Phuket,Phuket,,ศูนย์บริการ,"HA,SHA","REFRIGERATOR,WASHER",จ.ภูเก็ต,ไม่มี,TOSHIBA,จันทร์ - เสาร์,8.30 - 17.30 น.,"HITACHI,PANASONIC",E-Mail,20% เครดิต,1898,932,"​8-3-17 ศูนย์แจ้งยกเลิกเบอร์  081-8916886
เป็นศูนย์บริการ skyworth","
งดโอนงานตู้เย็นที่ ใช้น้ำยา R600a 14-Jun-17 (คุณชัยศักดิ์แจ้ง)
งดรับงานโอนทีวี 20/10/2016 
งานทีวี โอนให้ศูนย์ ภูเก็ตโปร
 ​",,ตลาดเหนือ
Search : ,Active,ภูเก็ตโปรอิเล็กทรอนิกส์,82 ถนนพัฒนา ตำบล ตลาดเหนือ อำเภอเมือง จังหวัดภูเก็ต 83000,,เมืองภูเก็ต,ภูเก็ต,ใต้,,น.ส ชลธิกาญจน์ วงศ์ชัย (แจง) 085-7414465,phuket_pro@hotmail.com,น.ส ชลธิกาญจน์ วงศ์ชัย 085-7414465,"076-619871 , 085-7414465",-,PHUKETPRO ELECTRONIC,"82 Phatthana Road , Tambon Talat Nuea Amphur Mueang Phuket Phuket 83000",Mueang Phuket,Phuket,,ศูนย์บริการ,"HA,SHA,AIR,*REPAIR","REFRIGERATOR,REFRIGERATOR(R600a),WASHER,BLENDERS(เครื่องปั่น),FAN,AIR COOLER(พัดลมไอเย็น),RICE COOKER,HOTPOT,HOTPLATE,WATER HEATER,MICRO WAVE,AIR CONDITION,Wall Type,Portable Air,Water Dispenser(ตู้กดน้ำร้อนเย็น),Chest Freezer (ตู้แช่)",จ. ภูเก็ต / 100 กม,มี,TOSHIBA,จ-ส,9.00-17.00 น,"HITACHI,SHARP,TLC",E-Mail,20%,M8500021,M85000210001,"​เดิมชื่อศูนย์บริการ บริษัท ภูเก็ตโปร เซลส์ แอนด์ เซอร์วิส จำกัด
82 ถนนพัฒนา ตำบล ตลาดเหนือ อำเภอเมือง จังหวัดภูเก็ต 83000
 ",​,,
Search : ,Active,ปิ่นแก้วแอร์เซอร์วิส,990 ถ.ผังเมือง 4 ต.สะเตง อ.เมือง จ.ยะลา 95000,Latitude: 6.5490591 / Longitude: 101.29380609999998,เมืองยะลา,ยะลา,ใต้,,คุณสุวภัทร แก้วสองศรี,pinkaew_airservice@hotmail.com,นาย พงศ์ศักดิ์ แก้วสองศรี,"073-222043,087-2991963",073-222043,Pinkaew Air Service,"990 Phang Mueang 4 Rd., Sateng, Muang Yala, Yala 95000",Mueang Yala,Yala,,ศูนย์บริการ,"HA,SHA,AIR,*REPAIR","REFRIGERATOR,REFRIGERATOR(R600a),WASHER,FAN,RICE COOKER,HOTPOT,WATER HEATER,MICRO WAVE,PUMP,AIR CONDITION,Wall Type,Celling&Floor Type,Cassette Type,Floor Standing,Portable Air,Water Dispenser(ตู้กดน้ำร้อนเย็น),Chest Freezer (ตู้แช่)",เขตจังหวัดยะลา รวมถึง อ.เบตง และบางพื้นที่ของจังหวัดปัตตานี,มี,ALL,จันทร์-เสาร์,8.30-17.30,"HITACHI,PANASONIC,MITSUBISHI",E-Mail,20%,M0002930,M00029300001,,,,สะเตง
Search : ,Active,วิเชียรออดิโอ,308 ถ.เพชรเกษม ต.หาดใหญ่ อ.หาดใหญ่ จ.สงขลา 90110,,หาดใหญ่,สงขลา,ใต้,,คุณวิเชียร,vichean_audio@hotmail.com,นายวิเชียร เหล่าหงส์วิจิตร (081-4897259),074-231626,074-347264,Vichian audio,308 Petchakasem Rd. T.Hat Yai A.Hat Yai Songkla 90110,Hat Yai,Songkhla,,ศูนย์บริการ,"AV,HA,SHA","LCDTV,REFRIGERATOR,WASHER,WATER HEATER",อ.หาดใหญ่,มี,ALL,จันทร์-เสาร์,08.00-18.00 น.,,E-Mail,"20%,เงินสด",1850,1535,13/7/2015 ​คุณอทัยรัตน์ แจ้งเปลี่ยนเลข ประจำตัวผู้เสียภาษีจาก 1730447554 เป็น 3909800114978,"
 ",,หาดใหญ่
Search : ,Active,อี.แอนด์.อี เซอร์วิส,69/169 เมืองใหม่6 ม.1 ถ.ลพบุรีราเมศวร์ ต.คลองแห อ.หาดใหญ่ จ.สงขลา 90110,,หาดใหญ่,สงขลา,ใต้,หจก. อีแอนด์อีเซอร์วิส,คุณอัจฉรา,ee.service@hotmail.com,นายวัชรินทร์ คูนิอาจ (081-9576023),074-426551,074-426552,E&E Service,69/169 Muangmai6 Moo.1 Lopburirames Rd. T.Klonghea A.Hadyai Songkla 90110,Hat Yai,Songkhla,,ศูนย์บริการ,"AV,HA,SHA,AIR,*REPAIR","LCDTV,REFRIGERATOR,WASHER,FAN,RICE COOKER,HOTPOT,HOTPLATE,WATER HEATER,MICRO WAVE,AIR CONDITION","อ.หาดใหญ่ , อ.สะเดา , อ.นาทวี , อ.จะนะ , อ.เมืองสงขลา",มี,ALL,จันทร์ - เสาร์,8.30 - 17.30 น.,,E-Mail,"20%,เงินสด",2276,1770,​เลขประจำตัวผู้เสียภาษี1730775718(ใหม่) 3902049856(เก่า),"
    
   
   
 
 ",,คลองแห
Search : ,Active,พรหมประทาน อีเลคทรอนิคส์ (สงขลา),เลขที่ 121/135-136 หมู่ที่ 8 ต.เขารูปช้าง อ.เมืองสงขลา จ.สงขลา 90000,,เมืองสงขลา,สงขลา,ใต้,พรหมประทาน อีเลคทรอนิคส์,คุณหมู และคุณแม็ก,prompratanelectronic@gmail.com,น.ส.พรรณี จักร์ดี (คุณหมู) /นายหัสพล ลิ่มประสิทธิ์,"074-324954,086-4904047",074-324954,Prompratan Electronics,"140/58 Moo.8., Udomporn Rd., T.KoarubChang A.Mueang Songkhla, Songkhla 90000",Mueang Songkhla,Songkhla,,ศูนย์บริการ,"AV,HA,SHA,AIR,*REPAIR","PLASMA,LCDTV,CTV,PJTV,DVD,REFRIGERATOR,WASHER,FAN,RICE COOKER,HOTPOT,HOTPLATE,WATER HEATER,MICRO WAVE,PUMP,OTHER",พัทลุง ถึง สงขลา,มี,ALL,จันทร์-เสาร์,09.00-18.30 น.,LG,E-Mail,"20%,เงินสด",2263,2446,"​ซีเอช ให้วิ่ง home service ให้ , ไม่รับงานแอร์
- ศูนย์แจ้งเปลี่ยนแปลงที่อยู่ในการจัดส่งเอกสาร , อะไหล่ และอื่น ๆ

​ที่อยู่ในการจัดส่ง ...121/135 หมู่ที่ 8 ตำบล เขารูปช้าง   อำเภอ เมือง จังหวัด สงขลา   เบอร์ติดต่อ 074-324954, 0864904047>>>-31/5/2016

..
2","


      ",,เขารูปช้าง
Search : ,Active,ห้างหุ้นส่วนสามัญ เอส เอ็น พาร์ท แอนด์ เซอร์วิส,38 ถ.สาครมงคล ต.หาดใหญ่ อ.หาดใหญ่ จ.สงขลา 90110,38 ถ.สาครมงคล ต.หาดใหญ่ จ.สงขลา 90110,หาดใหญ่,สงขลา,ใต้,,นาย เมธี สุบรรณพันธ์,seksan_sek@hotmail.com;sek.snparts@gmail.com,นายเสกสรร สันเส็น,"074-258580,089-9781440,084-7478585(LINE)",074-258580,SN PARTS & SERVICE ORDINARY PARTNERSHIP,"38 Sakornmongkol Rd., Hat Yai, Hat Yai, Songkhla 90110",Hat Yai,Songkhla,,ศูนย์บริการ;#ศูนย์บริการติดตั้งเครื่องปรับอากาศ,"AV,HA,SHA,AIR,*INSTALLATION,*REPAIR,*CLEAN","PLASMA,LCDTV,CTV,PJTV,DVD,REFRIGERATOR,REFRIGERATOR(R600a),WASHER,BLENDERS(เครื่องปั่น),FAN,AIR COOLER(พัดลมไอเย็น),RICE COOKER,HOTPOT,HOTPLATE,WATER HEATER,MICRO WAVE,PUMP,AIR CONDITION,Wall Type,Celling&Floor Type,Cassette Type,","สงขลา , พัทลุง 200 กิโลเมตร ไป-กลับ",มี,ALL,จันทร์-เสาร์,08.30-17.00,"HITACHI,SHARP,TLC",E-Mail,20%,M0002289,M00022890001,,,,หาดใหญ่
Search : ,Active,อามีนแอร์/ไฟฟ้า (ร้าน),977 หมู่ที่ 2 ตำบลปากน้ำ อำเภอละงู จังหวัดสตูล 91110,ริมถนน ละงู-ท่าเรือปาบารา ตรงข้ามกับโรงเรียนเด็กเล็กปาบารา,ละงู,สตูล,ใต้,,คุณสมชาย หลังจิ 081-0942127,nussaraussama@gmail.com,นายสมชาย หลังจิ 081-0942127,"074-830301, 081-0942127",074-830301,ARMEEN AIR /ELECTRIC,"977 Moo.2 T.Paknum, A.La-ngu Satun 91110",La-ngu,Satun,,ศูนย์บริการ,"HA,SHA,AIR,*INSTALLATION,*REPAIR","REFRIGERATOR,WASHER,FAN,RICE COOKER,WATER HEATER,MICRO WAVE,PUMP,AIR CONDITION","สตูล, กระบี่, (หาดใหญ่, สงขลา แจ้งก่อน)",มี,ALL,จันทร์ - เสาร์,8.00-17.30,,E-Mail,20%,2518,2883,"​1. ร้านจุฬาการไฟฟ้า แนะนำให้ TTC เปิดเป็นศูนย์บริการ
2. ปัจจุบันวิ่งงานให็ร้านจุฬาการไฟฟ้าอยู่
ช่างซ่อม (รวมเจ้าของ) เครื่องซักผ้า =1, แอร์ = 1
 ",,,
Search : ,Active,เลียงเอียะเฮง บ้านนาสาร,30 ถ.หลังสถานีรถไฟ ต.นาสาร อ.บ้านนาสาร จ.สุราษฎร์ธานี 84120,,บ้านนาสาร,สุราษฎร์ธานี,ใต้,,คุณไหม,vatenee@gmail.com; leh.jira@gmail.com;leh.service@hotmail.com;,นางวาทินี พงศ์ประเสริฐ,077-344888,077-344999,Lieng Aei Hang,30 Langsathanirodfai Rd.T.Nasarn A.Ban Na San Surat Thani 84120,Ban Na San,Surat Thani,,ศูนย์บริการ,"AV,HA,SHA,AIR,*REPAIR",,จ.สุราษฎร์ธานี; จ.นครศรีธรรมราช อ.ช้างกลาง อ.ฉวาง อ.ทุ่งสง อ.ถ้ำพรรณรา อ.ทุ่งใหญ่ ,มี,ALL,จันทร์-เสาร์,08.30-17.30 น.,,E-Mail,20% เครดิต,1171,666,​งานซ่อมแอร์ ให้เลียงฯ อ.เมือง วิ่ง,,,นาสาร
Search : ,Active,เหมทานนน์ เซอร์วิส,27/17 หมู่ที่ 3 ถ.พ่อขุนทะเล ต.มะขามเตี้ย อ.เมืองสุราษฎร์ธานี จ.สุราษฎร์ธานี 84000,,เมืองสุราษฎร์ธานี,สุราษฎร์ธานี,ใต้,,คุณกัลยรัตน์ ทะสอน(คุณปลา) (099-3064646),hemthanonservice@gmail.com;paisanservice.p@gmail.com,คุณปิยะเทพ เหมทานนท์ 084-3074004,"077-600650, 088-762-2363",,Hemthanon Service.,"27/7 M.3 Pho Khun Talay Road., Makham Tia., Mung Suratthani 84000",Mueang Surat Thani,Surat Thani,,ศูนย์บริการ,"AV,HA,SHA,AIR,*REPAIR","LCDTV,REFRIGERATOR,WASHER,FAN,RICE COOKER,HOTPOT,HOTPLATE,WATER HEATER,MICRO WAVE,AIR CONDITION","จ.สุราษฎร์ธานี , อ.เมือง , อ.กาญจนดิษ , อ.ไชยา , อ.ท่าฉาง , อ.นาสาร",มี,ALL,จันทร์ - เสาร์,9.00 - 18.00 น.,,E-Mail,เงินสด 20%,2463,2761,"
​15-2-2017รบกวนแก้ไขเบอร์ติดต่อร้านไพศาลเซอร์วิส สุราษฎร์ธานี เดิม 077289770  เปลี่ยนเป็น  077600650
เปลี่ยนชื่อบริษัทฯ จากไพศาลเซอร์วิส เป็น เหมทานนท์ เซอร์วิส
4-jul-2022 แจ้งเปลี่ยนที่อยู่จากเดิม 110/5 หมู่ 6 ถ.ชนเกษม ต.มะขามเตี้ย อ.เมืองสุราษฎร์ธานี จ",​,,มะขามเตี้ย
Search : ,Active,ศูนย์บริการเลียงเอียะเฮง,เลขที่ 3/225-226 หมู่ที่ 3 ถนนนานียน มะขามเตี้ย เมืองสุราษฎร์ธานี สุราษฎร์ธานี 84000,,เมืองสุราษฎร์ธานี,สุราษฎร์ธานี,ใต้,,คุณทักษัณ / คุณฐาปณี,leh.jira@gmail.com; leh.service@hotmail.com; vatenee@gmail.com,นายทักษัณ เจริญสุข,"077-264222 , 077-264777 , 077-222222",-,LIENG EAH HENG SERVICE CENTER,"3/225-226, Moo 3, Nanian Road, Makham Tia Mueang Surat Thani Surat Thani 84000",Mueang Surat Thani,Surat Thani,,ศูนย์บริการ,"HA,SHA,AIR","REFRIGERATOR,REFRIGERATOR(R600a),WASHER,BLENDERS(เครื่องปั่น),FAN,AIR COOLER(พัดลมไอเย็น),RICE COOKER,HOTPOT,HOTPLATE,WATER HEATER,WATER PURIFIER(เครื่องกรองน้ำ),MICRO WAVE,AIR CONDITION,Wall Type,Water Dispenser(ตู้กดน้ำร้อนเย็น),Chest",จ.สุราษฎร์ธานี,มี,TOSHIBA,จันทร์-เสาร์,8.30-17.00 น.,"HITACHI,HAIER,PANASONIC,SHARP,TLC","iService System,E-Mail",20%,M8904751,M89047510001,​ยกเลิก code เดิ่ม M90423290003 MISS WATHINEE PHONGPRASERT LIENG AEI HENG SERVICE (Nanien Branch)​,"​

",,
Search : ,Active,บริษัท โตชิบา ไทยแลนด์ จำกัด (ประเทศไทย),201 ถนนวิภาวดีรังสิต แขวงจตุจักร เขตจตุจักร กรุงเทพฯ 10900,,,กรุงเทพ,กรุงเทพและปริมณฑล,,,,,0 2511 7777,0 2513 9650,,,,,,ศูนย์บริการ,"AV,HA,SHA,AIR","PLASMA,LCDTV,CTV,PJTV,DVD,REFRIGERATOR,WASHER,FAN,RICE COOKER,HOTPOT,HOTPLATE,WATER HEATER,MICRO WAVE,AIR CONDITION,OTHER",,มี,ALL,จันทร์-ศุกร์,8.00-17.30 น.,,,,,,,,,
